,phi,pi,label
54,0.41550353,-0.10776421,-0.09392072
55,0.8434188,-0.06829161,-0.041693866
56,0.3748713,-0.09865529,0.001753848
57,0.7702832,-0.09053154,-0.086717755
58,0.39157954,-0.1010895,0.006010986
59,0.18800959,-0.057170272,-0.0068441294
60,0.27134153,-0.07936979,-0.03338053
61,0.7544539,-0.090420544,0.04536185
62,0.93844616,-0.028189227,0.07304928
63,0.80385524,-0.080260076,-0.035594556
64,0.3987097,-0.10304907,-0.021241978
65,0.17749195,-0.054963443,-0.026513066
66,0.72838026,-0.0992819,-0.073153004
67,0.061930027,-0.021915281,-0.06530149
68,0.8676511,-0.059646178,-0.032146376
69,0.60128975,-0.1152908,-0.09175323
70,1.1491406,0.09323254,-0.009307213
71,0.7971165,-0.083720535,-0.09175994
72,0.13708828,-0.039714843,0.07312123
73,0.35120487,-0.0924622,0.064430475
74,0.72253084,-0.100266874,-0.068822846
75,0.14862922,-0.0475084,-0.047876086
76,0.25131223,-0.07490549,-0.041904915
77,1.1833673,0.11918289,0.0050326437
78,0.81090283,-0.078490786,-0.044624038
79,0.064793244,-0.018062638,0.06357594
80,0.070128456,-0.021967394,0.0026194765
81,0.013759385,-0.0055759624,-0.03309952
82,0.06714658,-0.02138391,-0.0067224936
83,0.48515046,-0.1131265,-0.05297458
84,0.9811924,-0.011420273,-0.06647975
85,0.58306766,-0.11315851,0.00067244284
86,0.99084234,-0.0065180804,-0.0678375
87,1.1705594,0.11104299,0.07495277
88,0.51338834,-0.11495763,-0.06427858
89,0.08580201,-0.024589887,0.06319081
90,1.2549167,0.17990854,0.09807193
91,0.3579408,-0.0992119,-0.0966126
92,0.42618266,-0.106503166,-0.017559879
93,0.38392144,-0.10328958,-0.092196286
94,0.17605004,-0.051635265,0.054088544
95,0.26810476,-0.08010442,-0.07535846
96,1.0804006,0.04724647,0.021067478
97,0.2213021,-0.06743437,-0.044312187
98,0.10811764,-0.036356814,-0.07169333
99,0.9333029,-0.033961404,-0.059310846
100,0.8706115,-0.058655508,-0.035215817
101,0.12571804,-0.035658278,0.0917911
102,1.159714,0.09990182,-0.055374883
103,0.07812018,-0.02439714,0.0039325347
104,0.5361346,-0.115726,-0.06906841
105,0.19636962,-0.058543596,0.018449806
106,0.696177,-0.102620386,0.004006788
107,0.5042711,-0.11530636,-0.086944535
108,0.18477933,-0.053837255,0.06054258
109,0.5040612,-0.11406751,-0.04915124
110,0.10535111,-0.031243868,0.044877343
111,0.8013271,-0.07899858,0.034420524
112,0.81632346,-0.07815877,-0.08995629
113,0.20077962,-0.06247628,-0.05740862
114,0.81253815,-0.07518541,0.056316968
115,1.1028737,0.06181095,0.020550616
116,0.25435713,-0.07767384,-0.098886035
117,0.5339432,-0.113620535,-0.004640529
118,1.1068308,0.061639566,-0.09634589
119,0.5168058,-0.110274315,0.08418761
120,0.93000036,-0.035701748,-0.07000231
121,0.7191859,-0.09875282,0.0037885755
122,1.0289276,0.014420385,-0.056792114
123,1.0642112,0.034262404,-0.09693365
124,0.20810747,-0.063525975,-0.0321006
125,0.5761444,-0.11649261,-0.09916993
126,0.51353925,-0.11054352,0.072018415
127,0.16626197,-0.049598474,0.033986647
128,0.40521318,-0.10206476,0.034423057
129,0.121806875,-0.03956244,-0.04681365
130,0.60175586,-0.1150065,-0.08338528
131,0.07499582,-0.025108848,-0.041714784
132,1.2719427,0.19233182,-0.016538486
133,1.2193987,0.14978126,0.08994895
134,0.30859616,-0.08760197,-0.033776827
135,0.48712945,-0.10855018,0.09037046
136,0.4671461,-0.10897067,0.032592066
137,0.14032277,-0.04435712,-0.027950406
138,0.8921191,-0.048988268,0.021928601
139,0.27504343,-0.08008356,-0.029381074
140,0.54880834,-0.114787824,-0.035913873
141,0.9359337,-0.03158595,-0.013457261
142,1.2787372,0.19766758,-0.050749257
143,0.28752756,-0.07994377,0.054541994
144,0.5255746,-0.11496658,-0.052365746
145,0.090189844,-0.026491245,0.04818437
146,0.07683464,-0.02501727,-0.023744173
147,0.086338565,-0.03017895,-0.08439801
148,0.4877896,-0.111007,0.016835598
149,0.8178184,-0.07554933,-0.0124639645
150,0.8160158,-0.07664209,-0.032335795
151,0.8187917,-0.07713215,-0.07969311
152,0.5532228,-0.11620212,-0.080197535
153,0.8380367,-0.067486376,0.051260777
154,0.64710355,-0.11011611,-0.0367932
155,0.12737417,-0.040575203,-0.029123753
156,0.094366536,-0.031521462,-0.053916305
157,0.4826109,-0.11072262,0.015056806
158,0.8677706,-0.058792703,-0.0023574159
159,0.17910779,-0.05431588,0.0037991113
160,0.33140448,-0.09076828,0.006826273
161,0.34968594,-0.09378084,0.01844499
162,0.45645702,-0.11118503,-0.062367097
163,1.0791925,0.046645645,0.02778311
164,1.0095463,0.0069464007,0.07270589
165,0.23996063,-0.07406863,-0.09689543
166,0.9091885,-0.04129232,0.053543895
167,0.55063635,-0.11156982,0.06512006
168,0.9456188,-0.027103899,-0.009764798
169,0.23750511,-0.068540685,0.04044224
170,1.2478124,0.17101857,-0.025243446
171,0.7418474,-0.09718522,-0.09436035
172,1.0370758,0.020805972,0.012308188
173,0.685592,-0.10345249,0.028976973
174,1.1847556,0.12186022,0.07443239
175,0.3427135,-0.09114583,0.057633493
176,0.25050068,-0.07148735,0.04836688
177,0.3965077,-0.09958172,0.071393184
178,0.42472005,-0.10608095,-0.010198963
179,0.40931958,-0.105494484,-0.0504625
180,0.73915124,-0.09469481,0.0106485225
181,0.24257985,-0.068301454,0.08269414
182,0.46805257,-0.10776312,0.071338214
183,0.65230584,-0.110615596,-0.071000606
184,0.41258246,-0.101977244,0.06617534
185,0.21627082,-0.06419178,0.009349828
186,0.77698624,-0.08491273,0.052261274
187,1.0325166,0.018091226,0.008384064
188,0.745253,-0.09177143,0.067570105
189,0.86982304,-0.05857695,-0.021754097
190,0.6298621,-0.113073245,-0.08195993
191,1.0119106,0.008813723,0.09588813
192,0.98394907,-0.009683508,-0.053233825
193,0.43426463,-0.106131695,0.021286353
194,0.28310773,-0.08378967,-0.08235133
195,1.0052371,0.003943288,0.045616016
196,0.7897955,-0.08280675,0.010574084
197,1.2630783,0.18706988,0.09980279
198,0.3474351,-0.0958398,-0.052788705
199,0.050062947,-0.015860004,-0.0016744405
200,0.42957836,-0.10570793,0.017961407
201,0.49849433,-0.11394329,-0.053887222
202,0.46522602,-0.110121936,-0.0070417654
203,1.1126899,0.066180676,-0.07161869
204,1.2634556,0.18614508,0.043363243
205,0.8191259,-0.072743334,0.07395238
206,0.08798702,-0.03046588,-0.07841866
207,0.55782115,-0.11260066,0.032598242
208,0.4665936,-0.10919826,0.024326105
209,0.2726056,-0.07772536,0.021266386
210,0.022732303,-0.0056372904,0.042123783
211,0.80551076,-0.07943994,-0.023115166
212,0.66240734,-0.10615646,0.038959056
213,0.97244805,-0.015222382,-0.044419266
214,0.74155724,-0.095029026,-0.017940953
215,0.8690386,-0.057160795,0.0407776
216,0.22109844,-0.06898811,-0.0890544
217,0.6219175,-0.1089146,0.07305181
218,0.9465219,-0.0258863,0.020962656
219,0.582143,-0.111579284,0.05180414
220,0.06524357,-0.016932156,0.098086536
221,1.1695669,0.107407615,-0.049055107
222,0.21072015,-0.05971324,0.092979744
223,0.5885232,-0.11303538,-0.0013279151
224,0.938747,-0.029037112,0.03561748
225,0.6368338,-0.10706832,0.094558746
226,0.77862936,-0.08545621,0.018807326
227,1.0559053,0.031006575,-0.02396185
228,0.53626853,-0.11645532,-0.091761455
229,0.130173,-0.042631164,-0.06263723
230,0.17780326,-0.053619776,0.0129388925
231,0.41120586,-0.10264651,0.041053463
232,0.20358683,-0.06246132,-0.03607436
233,0.24882102,-0.07344748,-0.018103145
234,1.1514325,0.09425147,-0.036877647
235,0.86960524,-0.056944784,0.04117714
236,1.0239296,0.013689565,0.026451908
237,0.28518364,-0.079705745,0.046429824
238,0.9795263,-0.0081541985,0.093417786
239,0.54654187,-0.11199421,0.05118826
240,0.6821955,-0.10238221,0.08065015
241,0.23973607,-0.06986891,0.01899744
242,0.25748014,-0.07207737,0.07941957
243,0.14835855,-0.04439459,0.03538168
244,0.8227936,-0.074475326,-0.027911145
245,0.6564807,-0.110483415,-0.0816983
246,0.74365205,-0.09643748,-0.0816631
247,1.1016065,0.061854612,0.057167962
248,0.26979586,-0.08113629,-0.0933423
249,1.1259798,0.07536631,-0.06902491
250,0.6022013,-0.11327156,-0.028331686
251,0.7042247,-0.10189025,-0.014764767
252,0.9256603,-0.037230138,-0.056015484
253,0.86015266,-0.06358652,-0.078645445
254,0.4444046,-0.104833886,0.09281504
255,0.5180267,-0.11437534,-0.041113663
256,0.29714715,-0.081076026,0.08250266
257,0.26576757,-0.07737039,-0.01378463
258,0.921118,-0.03689281,0.030778319
259,0.8521398,-0.065874115,-0.060553282
260,0.0667663,-0.02179934,-0.021223523
261,0.4457473,-0.10960281,-0.045838505
262,0.78551424,-0.08310426,0.03964277
263,0.3757916,-0.09868644,0.005155512
264,0.61791706,-0.114507884,-0.099079564
265,0.16352591,-0.052749228,-0.07412491
266,0.79997635,-0.07958675,0.026870366
267,0.12552686,-0.03594488,0.08240137
268,0.8810235,-0.051178567,0.0983477
269,0.9242766,-0.036065083,0.01080592
270,0.808712,-0.08044235,-0.09160382
271,0.20508943,-0.062376242,-0.022549992
272,0.74448,-0.0966362,-0.09459138
273,1.1318316,0.08219254,0.04621406
274,0.12939702,-0.03794702,0.05918549
275,1.2008511,0.134882,0.092502445
276,0.5125758,-0.11238209,0.01418812
277,0.3485411,-0.09266108,0.044800352
278,0.04553615,-0.0121081425,0.061561774
279,0.4965701,-0.11347753,-0.042774312
280,0.0864072,-0.025797516,0.03540886
281,0.8424797,-0.06872976,-0.046332695
282,0.6342993,-0.112587415,-0.07838149
283,0.7212152,-0.09884015,-0.011828274
284,1.2419161,0.16528676,-0.05605706
285,0.37990117,-0.09823685,0.03732141
286,1.1599377,0.10367947,0.098915026
287,0.8465066,-0.06450112,0.058674306
288,0.007955623,-0.0012413498,0.03460012
289,0.9413261,-0.028056607,0.028627753
290,0.502097,-0.115497015,-0.09599233
291,0.20777205,-0.06178964,0.013601039
292,1.1181335,0.06922515,-0.0994755
293,0.25341165,-0.07195543,0.05517474
294,0.14048053,-0.04349722,-0.0031231581
295,1.0834097,0.04664375,-0.08241645
296,0.19281359,-0.058625907,-0.010647932
297,1.1535833,0.09502626,-0.070837855
298,0.2677309,-0.07962304,-0.06425301
299,0.41498774,-0.10453346,-0.00016682502
300,1.2689079,0.18990627,-0.004170075
301,0.8726187,-0.05927675,-0.085232124
302,1.0951138,0.05527252,-0.038567856
303,0.43341658,-0.10871008,-0.058454953
304,0.2684918,-0.07805092,-0.014929786
305,0.303054,-0.08643821,-0.033845067
306,0.12811248,-0.042609487,-0.07876706
307,1.1368629,0.08648417,0.07759614
308,0.13357334,-0.043087386,-0.0475887
309,1.0334251,0.019157406,0.030278541
310,0.93756175,-0.031722642,-0.046466827
311,0.20468993,-0.06229465,-0.023253677
312,1.0917361,0.054470815,0.01922194
313,0.7896353,-0.082715325,0.015296593
314,0.6507552,-0.10690379,0.056519825
315,0.4327435,-0.10916984,-0.07442659
316,0.030629791,-0.00806174,0.043999996
317,1.1588651,0.10078924,0.009389281
318,0.07061047,-0.024490103,-0.06186649
319,0.3819965,-0.09975002,0.0026971027
320,0.815067,-0.07777621,-0.06285083
321,1.0748419,0.041237608,-0.08157149
322,0.1077019,-0.030424593,0.086659566
323,0.0041909777,-0.004808474,-0.094349675
324,0.5657234,-0.11414751,-0.018413082
325,0.15818788,-0.049906276,-0.037925005
326,0.8199635,-0.07474721,-0.006823659
327,0.9345623,-0.033248566,-0.053492058
328,0.047215868,-0.012648491,0.061217196
329,0.8384046,-0.06748838,0.046888217
330,0.58424777,-0.11427225,-0.036014788
331,0.9250258,-0.03599861,0.0010699555
332,1.2649889,0.18818824,0.07453938
333,0.775564,-0.08597713,0.027361505
334,0.07384971,-0.021344995,0.05093141
335,0.812346,-0.076710016,0.003922701
336,0.6140559,-0.11315286,-0.0467806
337,0.20848589,-0.06345564,-0.027353428
338,1.0901814,0.05120538,-0.073990315
339,0.7571754,-0.09354365,-0.084223434
340,0.22514133,-0.064222105,0.072817266
341,0.18975797,-0.05829741,-0.024708573
342,0.22312132,-0.06906313,-0.07655427
343,0.20300822,-0.061476484,-0.013077054
344,0.3583446,-0.09814107,-0.06351797
345,0.4811667,-0.10795718,0.09602353
346,0.5181066,-0.11307895,-0.0009525344
347,0.77457714,-0.08843987,-0.050351094
348,1.1453735,0.09132051,0.025123045
349,0.24444227,-0.07414293,-0.06780872
350,0.3138116,-0.08844822,-0.02713763
351,0.8223066,-0.07639173,-0.09143953
352,0.15729536,-0.045823775,0.06717003
353,0.62476635,-0.11375322,-0.090882644
354,0.279135,-0.076573215,0.096202575
355,0.98460466,-0.0072791413,0.027658336
356,0.89707625,-0.04735272,0.0101077035
357,1.0067884,0.003221048,-0.015747167
358,1.2476907,0.1704435,-0.046277232
359,0.5175007,-0.11429645,-0.03923165
360,0.84084076,-0.066441074,0.05612442
361,1.1363499,0.08199252,-0.09679885
362,0.6199826,-0.113997735,-0.08726616
363,0.57898086,-0.11362886,-0.010499762
364,1.2645751,0.18474115,-0.06425327
365,0.746575,-0.092052095,0.048238743
366,0.37806848,-0.09902354,0.0059090685
367,1.260015,0.18077844,-0.062203065
368,1.2476007,0.17358533,0.09738389
369,0.8746802,-0.05460484,0.059044085
370,0.7462362,-0.09266101,0.029730607
371,0.16752186,-0.050246675,0.026006674
372,0.9030763,-0.04779627,-0.09664595
373,0.784438,-0.08291184,0.056197073
374,0.1599062,-0.046809673,0.060712997
375,0.41714674,-0.10785311,-0.09041253
376,0.7227671,-0.096962884,0.042367965
377,0.42008093,-0.10409958,0.031764887
378,0.058076028,-0.020207383,-0.05159156
379,0.4063447,-0.10096842,0.07128849
380,0.08214317,-0.026804112,-0.027725931
381,0.3096809,-0.085512295,0.032255016
382,0.6477528,-0.11147781,-0.08373231
383,0.1156878,-0.03962226,-0.098542474
384,0.9219285,-0.035881322,0.05588191
385,0.008111925,-0.0044058505,-0.049811833
386,0.26066428,-0.072474815,0.08976177
387,0.33102593,-0.094201475,-0.093917176
388,0.34979942,-0.09511478,-0.019509418
389,0.31985477,-0.08524237,0.09962617
390,0.11997822,-0.03894677,-0.044939082
391,0.5488482,-0.110925145,0.085065775
392,0.10348767,-0.02883423,0.09510828
393,0.7138999,-0.09714069,0.09046666
394,0.95843315,-0.021336788,-0.018201679
395,0.62609786,-0.11285961,-0.06516127
396,0.015343156,-0.0052004713,-0.009347714
397,0.19399375,-0.05664356,0.053091694
398,0.96570116,-0.018607864,-0.047638003
399,0.58337593,-0.11052385,0.0841832
400,0.745761,-0.09251726,0.03816871
401,1.2016801,0.13250604,-0.03985589
402,0.06989948,-0.021207197,0.021340782
403,0.03997152,-0.011621705,0.027293127
404,0.6158396,-0.10958706,0.06471839
405,0.3019782,-0.08320393,0.0516491
406,1.1533623,0.097688325,0.049481362
407,1.0864724,0.04897964,-0.06705372
408,0.050063975,-0.013922231,0.050913155
409,0.53402835,-0.11322899,0.0075951684
410,0.09609691,-0.02760247,0.067228556
411,0.2470189,-0.0711615,0.033511907
412,0.49866116,-0.11082582,0.041907087
413,0.19750987,-0.060877666,-0.037594415
414,0.87336886,-0.05587113,0.030172005
415,0.75949323,-0.08939091,0.04169139
416,1.0949596,0.057434294,0.05496323
417,1.0742761,0.042859517,-0.0006164387
418,0.33908775,-0.09532393,-0.08221714
419,0.7324983,-0.0949344,0.048219725
420,0.36184144,-0.0994545,-0.0842511
421,1.0119119,0.0042014224,-0.08682949
422,0.8927214,-0.050165143,-0.03065982
423,0.41173372,-0.10561538,-0.04464755
424,0.9371019,-0.029433858,0.04859981
425,0.71748525,-0.0989103,0.008880857
426,0.23591216,-0.07288692,-0.092215195
427,0.27669626,-0.082588,-0.089430235
428,1.0850755,0.048137814,-0.064789444
429,0.9049329,-0.04470705,-0.009129003
430,0.78213507,-0.08659324,-0.052435875
431,0.15002431,-0.047812317,-0.045106348
432,0.42041224,-0.10277718,0.0721729
433,0.47129342,-0.107513465,0.08685804
434,0.38048735,-0.0997497,-0.0041702203
435,0.25926432,-0.071877606,0.097091496
436,0.47217983,-0.11251495,-0.062476043
437,0.9957678,-0.0026579837,-0.016958252
438,0.9178196,-0.038213372,0.033856794
439,0.6379982,-0.10788924,0.06442629
440,0.28270844,-0.081757665,-0.0273749
441,0.22197925,-0.06522992,0.021948235
442,0.4569339,-0.1077233,0.04315777
443,1.2007947,0.13436922,0.0721277
444,0.61479944,-0.11374026,-0.06735794
445,0.652938,-0.106612764,0.058590196
446,0.6419164,-0.10924905,0.008226439
447,0.88281894,-0.05437163,-0.04488298
448,0.6374103,-0.10854466,0.044736855
449,0.44825304,-0.105442144,0.08642895
450,0.40293998,-0.099693954,0.09496239
451,0.15478918,-0.04607826,0.040337685
452,0.20635545,-0.062110417,-0.0057866555
453,0.67613155,-0.10743974,-0.060573857
454,1.1928751,0.12653151,0.0030322373
455,0.50497395,-0.115662366,-0.09690008
456,0.58833134,-0.110409275,0.08264217
457,0.25716397,-0.07284558,0.055719398
458,0.73056245,-0.09576519,0.03273857
459,0.4418743,-0.104563914,0.092909314
460,0.9570901,-0.019294254,0.084893614
461,0.3921555,-0.10423627,-0.083876245
462,0.29865742,-0.0845266,-0.006210464
463,0.3114522,-0.087300025,-0.008235725
464,0.29998115,-0.086698845,-0.059902314
465,0.6538315,-0.10972174,-0.046939004
466,0.006048829,-0.0015845033,0.008947761
467,1.2023416,0.13422684,0.012276337
468,0.47851074,-0.11167309,-0.022595318
469,0.4930324,-0.11158607,0.0089628715
470,0.101996735,-0.029289126,0.070345305
471,0.35993224,-0.09314295,0.08931661
472,0.78518885,-0.08262245,0.05955167
473,0.6664204,-0.104460895,0.079317495
474,0.345157,-0.09077528,0.08133727
475,1.0129589,0.007564958,0.023909546
476,0.52850753,-0.110752515,0.08070299
477,0.22903194,-0.07063445,-0.078024805
478,0.56882197,-0.11306703,0.01427917
479,0.29915923,-0.08600064,-0.045051668
480,0.6009713,-0.11366542,-0.038965065
481,0.15524715,-0.049598876,-0.052715063
482,0.25935262,-0.07404523,0.036823288
483,1.0541382,0.028774813,-0.071382746
484,0.8652759,-0.059549887,0.0027336404
485,0.8594996,-0.06435873,-0.098533064
486,0.2363112,-0.06661989,0.08565075
487,0.08973938,-0.030895038,-0.07545761
488,0.28288788,-0.0814368,-0.01715251
489,0.029176457,-0.009202114,0.0006528964
490,0.5586742,-0.11245974,0.036894117
491,1.2079237,0.13620986,-0.096680656
492,0.6112524,-0.1113846,0.016018815
493,0.85351706,-0.06609513,-0.08588808
494,0.8694738,-0.056014616,0.077089116
495,0.83362454,-0.06938081,0.033924118
496,0.18136595,-0.05657616,-0.04120515
497,0.62680787,-0.11119825,-0.012916751
498,0.38770464,-0.10206677,-0.0395747
499,0.39913332,-0.10574858,-0.098965384
500,0.495225,-0.11028973,0.052465696
501,0.4775168,-0.10772388,0.09504448
502,0.13450438,-0.044150807,-0.06917984
503,0.23929797,-0.06915099,0.035990134
504,0.32783493,-0.08837201,0.055612665
505,0.7856554,-0.08637699,-0.076943934
506,0.89642715,-0.04929466,-0.052753866
507,0.15883212,-0.04987197,-0.03190086
508,0.8623365,-0.058676675,0.07297766
509,0.57994336,-0.11215336,0.03554982
510,1.1877831,0.121327914,-0.050224185
511,0.4109696,-0.10299902,0.029720388
512,0.35014334,-0.09290963,0.045990214
513,0.77167916,-0.08511691,0.09067558
514,0.23119456,-0.06776513,0.01742684
515,0.22707465,-0.070015736,-0.074738465
516,0.4837111,-0.114263065,-0.09051218
517,1.1236182,0.073145,-0.09353214
518,0.003634647,0.0016797879,0.07669439
519,0.44267854,-0.10447944,0.0979848
520,0.6381935,-0.111627415,-0.058339287
521,1.2093179,0.14168547,0.09395698
522,0.65980935,-0.106221505,0.0466773
523,0.80669314,-0.07927984,-0.02942364
524,1.0644574,0.03893049,0.08694941
525,0.0924874,-0.031238876,-0.061883673
526,1.2524139,0.17628658,0.0330092
527,0.32982838,-0.09110961,-0.011742976
528,0.88709885,-0.05343628,-0.07100209
529,0.5562464,-0.11494538,-0.0409374
530,0.99482596,-0.0046869228,-0.07735346
531,0.54575604,-0.11675021,-0.09787981
532,0.05256391,-0.013017311,0.09673704
533,0.64093566,-0.110079035,-0.015936308
534,0.30630502,-0.08292074,0.08587196
535,1.0889328,0.052237786,0.0019358546
536,0.2567103,-0.071948655,0.07781252
537,0.97662836,-0.014054905,-0.07978825
538,0.6398701,-0.1085833,0.036228955
539,0.16878177,-0.054987025,-0.094671205
540,1.114488,0.068027586,-0.045429893
541,0.9484867,-0.024473459,0.040387385
542,1.0561945,0.03054211,-0.049870335
543,0.2023879,-0.061041355,-0.0056392127
544,1.1735831,0.113591366,0.08631159
545,0.92421216,-0.033766985,0.09871454
546,0.6824306,-0.103225015,0.051446114
547,0.9994625,-0.002360459,-0.08180494
548,0.6129282,-0.11425717,-0.08015053
549,0.39212087,-0.09931047,0.060520433
550,0.33079565,-0.09083893,0.0014146157
551,0.20762432,-0.06199711,0.0067524025
552,0.56560487,-0.11656346,-0.094740726
553,0.515712,-0.11085907,0.064897925
554,0.15309136,-0.045853544,0.03303447
555,0.44692352,-0.105100356,0.0926222
556,1.259093,0.18273775,0.062025875
557,0.80896014,-0.0759991,0.06424713
558,0.16184236,-0.047503516,0.056901462
559,0.047775116,-0.015131227,-0.0013752447
560,0.7667387,-0.0861895,0.094469175
561,0.43424642,-0.10383187,0.08974655
562,0.7561531,-0.09406136,-0.09415656
563,1.2187107,0.14583223,-0.059033856
564,1.2069734,0.13676243,-0.038928717
565,0.55228746,-0.11579613,-0.06740259
566,0.7279164,-0.09622689,0.03440248
567,0.60855496,-0.113857195,-0.05853379
568,0.6176636,-0.11429187,-0.09150222
569,0.39741895,-0.10213839,0.0001390744
570,0.2752792,-0.07677185,0.06560077
571,0.4511886,-0.10913343,-0.015575607
572,0.2766588,-0.07670484,0.07645834
573,1.24042,0.16349319,-0.07930878
574,1.0916429,0.05324067,-0.029062584
575,0.28796133,-0.085026406,-0.086731404
576,1.2058828,0.13573246,-0.045682155
577,0.04733606,-0.011540669,0.092292696
578,0.9951619,-0.0035261735,-0.038620617
579,0.9198585,-0.037972994,0.0102810785
580,0.39641306,-0.10219413,-0.005737358
581,0.25622833,-0.07395487,0.018242765
582,0.49234158,-0.11425615,-0.07391718
583,1.1107554,0.0680051,0.058991507
584,0.45219433,-0.10930531,-0.017827135
585,0.90139985,-0.04737232,-0.0553163
586,0.9543086,-0.021995282,0.031445272
587,0.37280816,-0.09878019,-0.011607687
588,1.1196586,0.07118988,-0.060954943
589,0.47937787,-0.109229855,0.053503208
590,0.5130638,-0.11220367,0.020287108
591,0.154306,-0.047643445,-0.0064636096
592,0.39026213,-0.10202044,-0.02701648
593,1.1121486,0.06675501,-0.03231875
594,0.27945268,-0.08181778,-0.049907334
595,0.1430744,-0.046311524,-0.05943626
596,0.8769442,-0.057249494,-0.069536224
597,1.1235948,0.07774145,0.09998946
598,1.2395587,0.16448925,-0.0024105906
599,0.040809143,-0.014313484,-0.038566362
600,0.4650052,-0.1130427,-0.09589786
601,0.44394243,-0.10749439,0.0117887
602,0.5974477,-0.11306821,-0.014297038
603,0.75720197,-0.09214354,-0.035778508
604,0.6490436,-0.10961381,-0.026762616
605,0.533653,-0.11455509,-0.03390502
606,0.33346805,-0.08853908,0.08225994
607,0.058473844,-0.018943058,-0.013888606
608,0.27056992,-0.07945681,-0.040891975
609,0.51991963,-0.11416139,-0.032554477
610,0.08034487,-0.028854078,-0.09858829
611,0.5137424,-0.11119053,0.052336264
612,0.8069092,-0.076277025,0.075228505
613,0.38598326,-0.100086935,0.010782674
614,1.242213,0.16666988,-0.005681619
615,0.7618573,-0.08945323,0.020646166
616,0.28404933,-0.08079545,0.008389391
617,0.011969553,-0.00075139693,0.082298025
618,0.70557487,-0.10194171,-0.02405876
619,0.120085284,-0.0385057,-0.032012776
620,0.037310243,-0.008154545,0.09858783
621,0.15687309,-0.047064804,0.02975156
622,0.33215883,-0.090165965,0.028305585
623,1.1236666,0.0770692,0.06976396
624,0.7432629,-0.09560949,-0.050253678
625,0.40515643,-0.104593374,-0.040363904
626,0.25080058,-0.069783546,0.098154694
627,0.074960865,-0.026574358,-0.08185425
628,0.23699893,-0.06878783,0.029975936
629,0.008282123,-0.0008367783,0.04836323
630,0.35704854,-0.09792688,-0.0638204
631,0.28121433,-0.08053778,-0.0024184384
632,0.96469355,-0.019459756,-0.06171353
633,0.90475965,-0.043050867,0.05552426
634,0.46777186,-0.112630375,-0.07653909
635,0.1136561,-0.031812623,0.0979346
636,0.6955905,-0.099854246,0.099986866
637,1.1099184,0.06666618,0.026712239
638,0.9811414,-0.01122823,-0.05797519
639,0.7440159,-0.09194196,0.07065965
640,0.23039465,-0.06475453,0.09565621
641,0.331523,-0.08975258,0.036643937
642,0.17061076,-0.049800016,0.062397007
643,0.31167272,-0.08831782,-0.03598474
644,0.37065822,-0.09593805,0.060880862
645,0.8118156,-0.07497537,0.071306854
646,0.58168566,-0.11287194,0.011128282
647,0.5034414,-0.1152877,-0.0875715
648,0.7627057,-0.08783814,0.069952354
649,0.7569143,-0.09322396,-0.07104833
650,0.55041397,-0.115788415,-0.06718703
651,0.64948237,-0.10603987,0.08915879
652,0.08727608,-0.02497707,0.065007105
